"ID","NAME","SERVICE_CATEGORY_ID","SERVICE_CATEGORY_NAME"
44865,"Supply and Installation of Fillings and Gaskets",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44871,"Supply and Installation of Valves",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44892,"Supply of Golf/Game Equipment",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44895,"Supply of Industrial Lubricants and Mechanical Spare Parts",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44942,"Supply, Installation and Maintenance of Down Hole Guages",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44945,"Supply, Installation and Maintenance of Echometer, Sand Alert, Polyguard and Mercer",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44950,"Supply, Installation and Maintenance of Oil Field Communication Equipment and Materials, and Spare Parts",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44981,"Personal Protective Equipment, Spare Parts",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44987,"Supply of Sand, Chippings and Gravel",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44992,"Supply, Installation and Maintenance of Lifting Gears, Wire Ropes, Slings, Shackles, and Marine Ropes",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
45005,"Downhole Data Gathering, Evaluation and Interpretation",45001,"EXPLORATION SERVICES"
45008,"Downhole Data Gathering and Interpretation",45001,"EXPLORATION SERVICES"
45011,"Downhole Data Gathering, Management, Interpretation and Seismic Shooting",45001,"EXPLORATION SERVICES"
45018,"Geological and Geophisical Exploration",45001,"EXPLORATION SERVICES"
45020,"Geophysical and Seismic Data Acquisition and Interpretation",45001,"EXPLORATION SERVICES"
45023,"Reservoir Evaluation and Management",45001,"EXPLORATION SERVICES"
45026,"Seismic Data Acquisition and Interpretation",45001,"EXPLORATION SERVICES"
45029,"Seismic Data Acquisition, Downhole Data Gathering and Interpretation",45001,"EXPLORATION SERVICES"
45032,"Seismic Data Acquisition and Interpretation",45001,"EXPLORATION SERVICES"
45036,"Seismic Data Acquisition, Downhole Data Gathering and Interpretation",45001,"EXPLORATION SERVICES"
45082,"Seismic Data Acquisition, Interpretation and Supply of Seismic Materials",45001,"EXPLORATION SERVICES"
45089,"Seismic Data Acquisition, Downhole Data Gathering and Interpretation",45001,"EXPLORATION SERVICES"
45092,"Seismic Data Acquisition, Processing, Interpretation and Geochemical Services",45001,"EXPLORATION SERVICES"
45098,"Seismic Data Acquisition and Interpretation",45001,"EXPLORATION SERVICES"
45104,"Seismic Data Gathering, Acquisition and Interpretation",45001,"EXPLORATION SERVICES"
45116,"Supply of Seismic Materials and Explosives",45001,"EXPLORATION SERVICES"
45135,"Domestic Waste Transportation",45131,"HAULAGE SERVICES"
45438,"Petroleum Products Haulage and Sales",45131,"HAULAGE SERVICES"
44377,"Supply, Installation and Maintenance of Galvanised Pipes and Gaskets",38606,""
44380,"Supply, Installation and Maintenance of Gas and Fire Detection System",38606,""
44388,"Supply, Installation and Maintenance of Gas, Smoke/Fire Detectors and similar Safety Devices",38606,""
44391,"Supply, Installation and Maintenance of Gaskets and Pipe Fittings",38606,""
44394,"Supply, Installation and Maintenance of Gaskets, Flanges and Semi Metallic Novatec Pipes",38606,""
44396,"Supply, Installation and Maintenance of Generators, Pumps, Compressors and Spare Parts",38606,""
44399,"Supply, Installation and Maintenance of Health and Safety Equipment",38606,""
44410,"Supply, Installation and Maintenance of Industrial Steel Valves",38606,""
44423,"Supply, Installation and Maintenance of Instrumentation and Control Systems",38606,""
44427,"Supply, Installation and Maintenance of Instrumentation Control Panels,Valves Transmitters and Flow Motors",38606,""
44437,"Supply, Installation and Maintenance of Kitchen Equipment",38606,""
44456,"Supply, Installation and Maintenance of Marine Communication and Navigational Equipment",38606,""
44459,"Supply, Installation and Maintenance of Marine/Boat Engines and Spare Parts",38606,""
44462,"Supply, Installation and Maintenance of Markers, Labels, Signs and Tags",38606,""
44471,"Supply, Installation and Maintenance of Medical Equipment",38606,""
44495,"Supply, Installation and Maintenance of Office and Household Equipment",38606,""
44509,"Supply, Installation and Maintenance of Panel and Instrumentation Equipment",38606,""
44524,"Supply, Installation and Maintenance of Photocopy Machines, Printers and Scanners",38606,""
44532,"Supply, Installation and Maintenance of Pipeline Integrity Monitoring System (Real Time)",38606,""
44535,"Supply, Installation and Maintenance of Pipes and Cylinders",38606,""
44540,"Supply, Installation and Maintenance of Pipes, Flanges and Casings",38606,""
44546,"Supply, Installation and Maintenance of Plates and Valves",38606,""
44552,"Supply, Installation and Maintenance of Pressed Steel Tanks",38606,""
44560,"Supply, Installation and Maintenance of Pumps (Water and Mud)",38606,""
44563,"Supply, Installation and Maintenance of Pumps, Valves and Control Equipment",38606,""
44583,"Supply, Installation and Maintenance of Shaker Screens",38606,""
44594,"Supply, Installation and Maintenance of Spare Parts, Pistons, Flanges and similar Devices",38606,""
44604,"Supply, Installation and Maintenance of Switches, Sensors and Gauges",38606,""
44609,"Supply, Installation and Maintenance of Telecommunications Equipment",38606,""
44627,"Supply, Installation and Maintenance of Transformer Raychem Kits and Subsea HV Cables",38606,""
44645,"Supply, Installation and Maintenance of Valves and Fittings",38606,""
44652,"Supply, Installation and Maintenance of Valves and Fittings",38606,""
44654,"Supply, Installation and Maintenance of Valves and Compressors",38606,""
44659,"Supply, Installation and Maintenance of Valves and Fittings",38606,""
44681,"Supply, Installation and Maintenance of Valves and Pneumatics",38606,""
44683,"Supply, Installation and Maintenance of Valves and Pressure Equipment",38606,""
44685,"Supply, Installation and Maintenance of Valves and Pumps",38606,""
44696,"Supply, Installation and Maintenance of Valves and Hoses",38606,""
44709,"Supply, Installation and Maintenance of Valves, Electric Motors and Bearings",38606,""
44712,"Supply, Installation and Maintenance of Valves, Flanges and Bolts",38606,""
44715,"Supply, Installation and Maintenance of Valves, Flanges and Gaskets",38606,""
44723,"Supply, Installation and Maintenance of Valves, Flanges and Drilling Bits",38606,""
44726,"Supply, Installation and Maintenance of Valves, Flanges, Gaskets and similar Seals",38606,""
44786,"Supply and Installation of Office and Household Appliances",38606,""
44788,"Supply and Installation of Valves and Spare Parts",38606,""
44791,"Supply and Installation of Valves, Transmitters and Controllers",38606,""
44799,"Supply, Installation and Maintenance of Valves",38606,""
44801,"Supply, Installation and Maintenance of Spare Parts",38606,""
44804,"Supply, Installation and Maintenance of Security and Communication systems",38606,""
44807,"Supply of Communication Equipment",38606,""
44809,"Supply of Control Valves",38606,""
44822,"Supply and Installation of Office and Household Appliances",38606,""
44826,"Supply, Installation and Maintenance of Handling Tools, Power Units and Hydraulic Power Tongs",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44841,"Installation and Maintenance of Automation Instruments",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44854,"Supply and Installation of Spare Parts",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44859,"Supply and Installation of Conductor Pipes",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44862,"Supply and Installation of Crane Spare Parts",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44868,"Supply and Installation of Pistons, Valves, Airfilters and Electrical/Mechanical Components",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44874,"Supply and Installation of Valves and Fittings",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44877,"Supply and Installation of Valves and Hoses",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44880,"Supply and Maintenance of Personal Protective Equipment",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44883,"Supply and Maintenance of Plugs, Pipe Fittings and Bolts",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44886,"Supply of Data Storage Systems",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44898,"Supply of Liquid Level Guages, Flow Meters, and Centrifuges",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44902,"Supply of Personal Protective Equipment (PPE)",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44905,"Supply of Pipes, Tubings, Valves, Fittings, Flanges, and Gaskets",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44908,"Supply of Spare Parts (Generators)",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44911,"Supply of Spare Parts (Valves, Bolts and Skips)",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44914,"Supply of Spare Parts (Valves, Steel Pipes and Fibres)",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44926,"Supply of Valves, Rubber and Injection Hose",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44929,"Supply, Installation and Maintenance of Oil Field Communication Equipment and Materials",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44932,"Supply, Installation and Maintenance of Safety Devices",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44954,"Supply, Installation and Maintenance of Solar Panels, Inverters and Batteries",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44580,"Supply, Installation and Maintenance of Security and Communication Equipment",38606,""
44586,"Supply, Installation and Maintenance of Solar Energy Products",38606,""
44596,"Supply, Installation and Maintenance of Stabilizers, Drill Collar and Fishing Tools",38606,""
44599,"Supply, Installation and Maintenance of Storage Tanks",38606,""
44601,"Supply, Installation and Maintenance of Sullair Air Compressors and Miller Welding Machines",38606,""
44607,"Supply, Installation and Maintenance of Telecom Media High Voltage Equipment",38606,""
44619,"Supply, Installation and Maintenance of Telecommunications Equipment, VSAT and Radio",38606,""
44621,"Supply, Installation and Maintenance of Telecommunications Equipment",38606,""
44624,"Supply, Installation and Maintenance of Temperature, Pressure Gauges and similar Devices",38606,""
44630,"Supply, Installation and Maintenance of UPS and Stabilizers",38606,""
44633,"Supply, Installation and Maintenance of Valves",38606,""
44647,"Supply, Installation and Maintenance of Valves and Guages",38606,""
44650,"Supply, Installation and Maintenance of Valves and Fire Water Deluge System",38606,""
44669,"Supply, Installation and Maintenance of Valves and Gaskets",38606,""
44672,"Supply, Installation and Maintenance of Valves and Line Pipes",38606,""
44675,"Supply, Installation and Maintenance of Valves and Measurement Systems",38606,""
44678,"Supply, Installation and Maintenance of Valves and Mini Compact Provider",38606,""
44690,"Supply, Installation and Maintenance of Valves and similar Devices",38606,""
44693,"Supply, Installation and Maintenance of Valves, Actuators and Process Control Devices",38606,""
44699,"Supply, Installation and Maintenance of Valves, Beams, Plates and Flanges",38606,""
44702,"Supply, Installation and Maintenance of Valves, Blowers and Flow Indicators",38606,""
44705,"Supply, Installation and Maintenance of Valves, Elbows and Flanges",38606,""
44734,"Supply, Installation and Maintenance of Valves, Instrument Controllers and similar Devices",38606,""
44737,"Supply, Installation and Maintenance of Valves, Instrumentation Equipment and Pistons",38606,""
44740,"Supply, Installation and Maintenance of Valves, Meters and Charts",38606,""
44745,"Supply, Installation and Maintenance of Valves, Sealants and Lubricants",38606,""
44754,"Supply, Installation and Maintenance of Water Treatment/Sewage Equipment",38606,""
44759,"Supply, Installation and Maintenance of Welding Equipment/Materials",38606,""
44765,"Supply, Installation and Maintenance of Wireless Mesh Security Network System",38606,""
44768,"Supply, Installation and Maintenance of Communication Equipment",38606,""
44774,"Supply and Installation of Barge Spare Parts",38606,""
44777,"Supply and Installation of Downhole Tools and Valves",38606,""
44780,"Supply and Installation of High Security Fencing",38606,""
44889,"Supply of Electrical Components, Materials and Devices",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44961,"Supply, Installation and Maintenance of Valves, Flanges and Pipe Fittings",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44966,"Supply, Installation and Maintenance of Vehicle Tracking and Fleet Mangement Solution",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44969,"Supply and Installation of Personal Protective Equipment",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44972,"Supply and Installation of Valves, Fittings and Safety Devices",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44975,"Supply, Installation and Maintenance of Control Valves, Flow Meters, Level Switches and Pressure Gauges",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44978,"Chemical Supply, (Caustic Soda, Calcium Chloride)",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44984,"Supply of Personal Protective Equipment (PPE)",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44995,"Supply, Installation and Maintenance of Oil Valves, Pipes and Flanges",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
44997,"Supply, Installation and Maintenance of Valves, Flanges and Electric Motor",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
45002,"Data Analysis and Interpretation",45001,"EXPLORATION SERVICES"
45015,"Electrical Logging and Completion Services",45001,"EXPLORATION SERVICES"
45084,"Seismic Data Acquisition and Processing",45001,"EXPLORATION SERVICES"
45087,"Seismic Data Acquisition and Quality Control",45001,"EXPLORATION SERVICES"
45094,"Seismic Data Acquisition, Processing and Interpretation",45001,"EXPLORATION SERVICES"
45106,"Seismic Data Gathering and Interpretation",45001,"EXPLORATION SERVICES"
45113,"Storage, Management and Processing of Geopysical, Petrophysical and Geological Data",45001,"EXPLORATION SERVICES"
45132,"Petroleum Products Haulage",45131,"HAULAGE SERVICES"
45138,"Home and Office Removals",45131,"HAULAGE SERVICES"
45141,"Home and Office Removals",45131,"HAULAGE SERVICES"
45647,"Road and Petroleum Product Haulage",45131,"HAULAGE SERVICES"
45671,"Road Haulage",45131,"HAULAGE SERVICES"
45695,"Road Haulage and Petroleum Product Haulage",45131,"HAULAGE SERVICES"
45731,"Supply, Installation and Maintenance of Security/Information Systems, Instrumentation and Control Equipment",45727,""
45747,"Supply of Cranes, Piling Equipment and Dredgers",45727,""
45753,"Supply, Installation and Maintenance of Well Heads and Christmas Trees",45727,""
45756,"Supply, Installation and Maintenance of OCTG Pipes",45727,""
45765,"Supply, Installation, Operation and Maintenance of Instrumentation Materials",45727,""
45767,"Christmas Trees and OCTG Pipes",45727,""
45773,"Deepsea Wellhead Equipment Supplies",45727,""
45780,"Flowstation Instruments",45727,""
45786,"Installation and Maintenance of OCTG Pipes, Turbine and Risers",45727,""
45796,"Management and Servicing of Cranes and Lifting Appliances",45727,""
45800,"OCTG Pipes",45727,""
45811,"Supply and Installation of Pumps and Valves",45727,""
45819,"Supply, Installation and Maintenance of Tongs, Elevators and Spiders",45727,""
45822,"Supply of Air Compressors, Turbines and Pipes",45727,""
45828,"Supply of Christmas Trees and Risers",45727,""
45834,"Supply of Cranes, Cranes Spares and Gas Turbine Filters",45727,""
45854,"Supply of OCTG Pipes, Line Pipes and Christmas Trees",45727,""
45859,"Supply of SBM and Riser Pipes",45727,""
44958,"Supply, Installation and Maintenance of Valves and Spare Parts",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
46044,"Supply, Installation and Maintenance of Christmas Trees and OCTG Pipes",45727,""
46051,"Supply, Installation and Maintenance of Cranes",45727,""
46059,"Supply, Installation and Maintenance of Drill Pipes and Turbines",45727,""
46065,"Supply, Installation and Maintenance of Lifting Equipment",45727,""
46078,"Supply, Installation and Maintenance of Pumps, Turbines and Line Pipes",45727,""
42455,"Well Testing and Drill Stem Testing Services",42059,"DRILLING SERVICES"
42461,"Wireline Services",42059,"DRILLING SERVICES"
42468,"Wireline Services, Slickline",42059,"DRILLING SERVICES"
42472,"Wireline Services, Coil Tubiing and Pumping Services",42059,"DRILLING SERVICES"
42475,"Wireline Services, Well and Mud Logging",42059,"DRILLING SERVICES"
42494,"Drilling/Production Chemicals and Materials Supply",42491,"DRILLING/PRODUCTION SERVICES"
42500,"Well Testing and Coiled Tubing",42491,"DRILLING/PRODUCTION SERVICES"
42506,"Drilling Services, Bits Supply",42491,"DRILLING/PRODUCTION SERVICES"
42541,"Logging While Drilling (LWD), Measuring While Drilling (MWD)",42491,"DRILLING/PRODUCTION SERVICES"
39875,"Community Development Project",38602,"CONSULTANCY SERVICES"
39881,"Community Relations",38602,"CONSULTANCY SERVICES"
39898,"Computer Analysis, Maintenance and Data Processing",38602,"CONSULTANCY SERVICES"
40120,"Environmental Engineering Design",38602,"CONSULTANCY SERVICES"
40126,"Estate Management Services (Surveying and Valuation)",38602,"CONSULTANCY SERVICES"
40145,"Facilities Management (Renovation, Landscaping etc)",38602,"CONSULTANCY SERVICES"
40149,"Fire and Safety Services",38602,"CONSULTANCY SERVICES"
40152,"Fire and Security Services",38602,"CONSULTANCY SERVICES"
40186,"Furnishing and Interior/Exterior Decoration",38602,"CONSULTANCY SERVICES"
40198,"Geological Services",38602,"CONSULTANCY SERVICES"
40201,"Geotechnical Engineering",38602,"CONSULTANCY SERVICES"
40213,"Graphical Information Technology",38602,"CONSULTANCY SERVICES"
40224,"HSE Consulting",38602,"CONSULTANCY SERVICES"
40248,"Information and Communication Technology, Hardware and Software",38602,"CONSULTANCY SERVICES"
40251,"Information and Communication Technology, ICT Training",38602,"CONSULTANCY SERVICES"
40286,"Information Technology, E Library Development and Management",38602,"CONSULTANCY SERVICES"
40354,"Information Technology, Hardware and Software Management",38602,"CONSULTANCY SERVICES"
40474,"Information Technology, Networking and Data Communication",38602,"CONSULTANCY SERVICES"
40534,"Local Clearing and Forwarding",38602,"CONSULTANCY SERVICES"
40712,"Manpower Development and Management",38602,"CONSULTANCY SERVICES"
40715,"Manpower Development Supply",38602,"CONSULTANCY SERVICES"
40766,"Media and Publicity, Community Relations",38602,"CONSULTANCY SERVICES"
40776,"Medical Consultancy/Health Impact Assessment",38602,"CONSULTANCY SERVICES"
40793,"Nigerian Manpower Supply",38602,"CONSULTANCY SERVICES"
41253,"Property Valuation and Management",38602,"CONSULTANCY SERVICES"
41256,"Protocols and Logistics",38602,"CONSULTANCY SERVICES"
41259,"Provision of Private Security Services",38602,"CONSULTANCY SERVICES"
41334,"Security Services",38602,"CONSULTANCY SERVICES"
41412,"Security Services, Dog Handling",38602,"CONSULTANCY SERVICES"
41443,"Telecommunications Networks Design and Integration",38602,"CONSULTANCY SERVICES"
41738,"Training and Manpower Development (Oil Spill Management)",38602,"CONSULTANCY SERVICES"
41741,"Training and Manpower Development (Safety)",38602,"CONSULTANCY SERVICES"
41768,"Training and Manpower Supply",38602,"CONSULTANCY SERVICES"
41776,"Travels and Immigration Consultants",38602,"CONSULTANCY SERVICES"
41781,"Training and Manpower Development (Fire Risk Assessment/Emergency Response)",38602,"CONSULTANCY SERVICES"
41786,"Wellsite Geology and Geophysics",38602,"CONSULTANCY SERVICES"
41789,"Youth Data Acquisition (Market Segmentation)",38602,"CONSULTANCY SERVICES"
41798,"Immigration and Visa Support Services",38602,"CONSULTANCY SERVICES"
41805,"Media and Publicity Services",38602,"CONSULTANCY SERVICES"
41827,"Local Freight Services",38602,"CONSULTANCY SERVICES"
41837,"Cargo Survey",41836,"DATA MEASUREMENT SERVICES"
41874,"Cargo Survey, Bulk Petroleum (Quantity and Quality) Measurement and Certification",41836,"DATA MEASUREMENT SERVICES"
41899,"Ullage, Fiscalization and Cargo Survey Services",41836,"DATA MEASUREMENT SERVICES"
41908,"Dredging Services, Shore Consolidation",41907,"DREDGING SERVICES"
41912,"Diving and Underwater Inspections and Associated Services",41911,"DIVING SERVICES"
41931,"Provision and Operation of Remotely Operated Vehicles (ROV)",41911,"DIVING SERVICES"
41933,"Underwater Inspection",41911,"DIVING SERVICES"
41951,"Underwater Inspections and Associated Services",41911,"DIVING SERVICES"
42124,"Directional Drilling and Measurements (MWD, LWD, FEWD)",42059,"DRILLING SERVICES"
42131,"Drilling Services, Completion Fluids Products and Services",42059,"DRILLING SERVICES"
42140,"Drilling Services, Mud Chemicals and Materials Supply",42059,"DRILLING SERVICES"
42170,"Drilling Services, Production Chemicals and Materials Supply",42059,"DRILLING SERVICES"
43629,"Supply of Engineering Tools, Spare Parts and Accessories",38606,""
43671,"Supply of Hoses",38606,""
43674,"Supply of Hoses, Valves and Flanges",38606,""
43677,"Supply of Household Appliances",38606,""
43688,"Supply of Instrumentation and Control Devices, Valves, Seals and Bearings",38606,""
43691,"Supply of Inverters",38606,""
43774,"Supply of Office and Household Appliances (Furniture)",38606,""
43796,"Supply of Personal Protective Equipment (Fire Fighting)",38606,""
43881,"Supply of Pipes",38606,""
43886,"Supply of Pneumatics, Valves and Actuators",38606,""
43889,"Supply of Personal Protective Equipment (PPE)",38606,""
43898,"Supply of Scientific and Laboratory Equipment",38606,""
43959,"Supply of Spare Parts (Guages, Unions and Tubbings)",38606,""
43961,"Supply of Spare Parts (Valves and Sand Traps)",38606,""
43972,"Supply of Spark Arresters",38606,""
43977,"Supply of Steel Wire Ropes, Fibre Ropes, Webbling Slings and Refactory Production",38606,""
44000,"Supply of Valves and Fittings",38606,""
44006,"Supply of Valves and Flanges",38606,""
44019,"Supply of Valves and Overfill Detection Units",38606,""
44024,"Supply of Valves and Seals",38606,""
44027,"Supply of Valves and Sockets",38606,""
44030,"Supply of Valves, Wheel and Rail Assembly and Bolts",38606,""
44033,"Supply of Valves, Air Compressors and Measuring Instruments",38606,""
44038,"Supply of Valves, Bits and Line Hanger",38606,""
44041,"Supply of Valves, Centrifuge Tubes and Piston Rings",38606,""
44044,"Supply of Valves, Elbows, Pipes and Fittings",38606,""
44050,"Supply of Valves, Flanges and Filtration Equipment",38606,""
44053,"Supply of Valves, Flanges and Pipes",38606,""
44056,"Supply of Valves, Flanges and Elbows",38606,""
44064,"Supply of Valves, Pistons and Instrumentation/Control Equipment",38606,""
44067,"Supply of Valves, Super Fence Fabrics, and Flanges",38606,""
44081,"Supply of Welding Machine Spare Parts",38606,""
44083,"Supply, Installation and Maintenance of Valves and Mini Compact Provers",38606,""
44089,"Supply, Installation and Maintenance of Oilfield Equipment",38606,""
44098,"Supply, Installation and Maintenance of Control/Instrumentation Panels and GRE Systems",38606,""
44106,"Supply, Installation and Maintenance of Pressure, Temperature and similar Monitoring Equipment",38606,""
44112,"Supply, Installation and Maintenance of Air and Gas Compressors/Accessories",38606,""
42543,"Mud Logging, Wireline Services and Cementation",42491,"DRILLING/PRODUCTION SERVICES"
42561,"Supply of Drilling/Production Chemicals and Materials",42491,"DRILLING/PRODUCTION SERVICES"
812,"Diving support vessel",2040197,"MARINE SERVICES INSTALLATION"
816,"Pharmaceutical Supplies",2040206,"MEDICAL AND PHARMACEUTICAL"
43165,"Supply, Installation and Maintenance of Oil Field Equipment and Materials (Valves and Instrumentation Panels and Oil Lift Pumps)",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
43168,"Personal Protective Equipment (PPE)",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
43174,"Supply, Installation and Maintenance of Communication Equipment",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
43190,"Supply, Installation and Maintenance of Mechanical Equipment",43184,""
43193,"Supply, Installation and Maintenance of Electrical, ICT Equipment and Accessories",38606,""
43196,"Personal Protective Equipment (PPE)",38606,""
43201,"Supply, Installation and Maintenance of Spare Parts",38606,""
43209,"Computer Sales and Leasing",38606,""
43215,"Equipment Leasing",38606,""
43217,"High Pressure Hydraulic and Pneumatic Instruments",38606,""
43222,"Installation and Maintenance of Communication Equipment",38606,""
43236,"Installation and Maintenance of Drill Machines and Leads",38606,""
43238,"Installation and Maintenance of Mechanical Equipment",38606,""
43243,"Installation and Maintenance of Office and Household Appliances",38606,""
43249,"Installation and Maintenance of Oilfield Data Storage System",38606,""
43257,"Installation and Maintenance of Telecommunication Equipment",38606,""
43260,"Installation and Maintenance of Valves and Flanges",38606,""
43263,"Installation and Maintenance of Valves",38606,""
43270,"Installation of Personal Protective Equipment",38606,""
43275,"Installation, Maintenance and Leasing of Airconditioning Equipment",38606,""
43281,"Laboratory Equipment, Engineering",38606,""
43283,"Laboratory Equipment, Supply",38606,""
43286,"Leasing and Supply of Marine Baskets, Containers and Skips",38606,""
43291,"Maintenance of Lifecrafts and Survival Capsules",38606,""
43294,"Motor Spare Parts",38606,""
43310,"Office and Household Appliances (Computers, TV)",38606,""
43318,"Office and Household Equipment",38606,""
43352,"Procurement, Supply, Installation and Maintenance of Valves and Optical Flame Detectors",38606,""
43355,"Racking For Tubular Handling Products",38606,""
43358,"Sales and Repair of Pressure Testing Valves",38606,""
43373,"Supply and Installation of Generator Spare Parts",38606,""
43375,"Supply, Installation and Maintenance of Valves, Pipes and Work Wear Apparents",38606,""
43378,"Supply and Installation of Barge Spare Parts",38606,""
43381,"Supply and Installation of Spare Parts",38606,""
43390,"Supply and Installation of Communication Equipment",38606,""
43400,"Supply and Installation of Compressors, Valves, Generators and Gas Turbines",38606,""
43403,"Supply and Installation of Computers and Accessories",38606,""
43409,"Supply and Installation of Fire and Safety Equipment",38606,""
43419,"Supply and Installation of Forged Actuator, Flanges and Compressors",38606,""
43424,"Supply and Installation of Lead Machines",38606,""
43427,"Supply and Installation of Lightening Prevention Equipment",38606,""
43430,"Supply and Installation of Medical Equipment",38606,""
43432,"Supply and Installation of Mobile Asset Tracking, Electronic Security and Information Display Systems",38606,""
43437,"Supply and Installation of Parkers and SCS Parker's Centralizer Equipment",38606,""
43453,"Supply and Installation of Pipe, Pressure Relief Valves and similar Safety Devices",38606,""
43456,"Supply and Installation of Protection Systems, Electrical/Mechanical Materials and Tools",38606,""
43459,"Supply and Installation of Ropes",38606,""
43462,"Supply and Installation of Safety Valves, Bolts and Nuts",38606,""
43465,"Supply and Installation of Spare Parts",38606,""
43491,"Supply and Installation of Telecommunication Parts/Products",38606,""
43494,"Supply and Installation of Valves and Pipes",38606,""
43500,"Supply and Maintenance of Airconditioners, and Valves etc",38606,""
43503,"Supply and Maintenance of Bits and Nozzles",38606,""
43509,"Supply and Maintenance of Electrical and Mechanical Test Equipment",38606,""
43512,"Supply and Maintenance of Fire Fighting Vehicles and Anciliary",38606,""
43529,"Supply and Maintenance of Pneumatics",38606,""
43540,"Supply and Maintenance of Valves, Flanges and Fire Alarms",38606,""
43171,"Supply of Spare Parts",43164,"EQUIPMENT/MATERIAL SUPPLY SERVICES"
42514,"Drilling Services, Mud Chemicals and Materials Supply",42491,"DRILLING/PRODUCTION SERVICES"
42525,"Drilling Support Services, Wireline",42491,"DRILLING/PRODUCTION SERVICES"
42546,"Oil Well Completion Services",42491,"DRILLING/PRODUCTION SERVICES"
42549,"Provision of Jack Up Rig",42491,"DRILLING/PRODUCTION SERVICES"
42569,"Well Logging, Wireline Services, Mud Logging and Cementation",42491,"DRILLING/PRODUCTION SERVICES"
43646,"Supply of Fire Fighting Equipment (Suppression Systems)",38606,""
43653,"Supply of Flanges, Fittings and Elbows",38606,""
43656,"Supply of Flanges, Gaskets and Compressors",38606,""
43658,"Supply of Flanges, Valves and Plates",38606,""
43663,"Supply of Flow Couplings and Blast Joints",38606,""
43665,"Supply of Golf Equipment and Accessories",38606,""
43668,"Supply of Guages, Valves and Flanges",38606,""
43704,"Supply of Liferafts and Personal Protective Equipment",38606,""
43711,"Supply of Marine Hoses and Accessories",38606,""
43720,"Supply of Metal and Wooden Furniture",38606,""
43723,"Supply of Office and Household Equipment",38606,""
43726,"Supply of Office and Home Appliances",38606,""
43729,"Supply of Office and Home Furniture",38606,""
44299,"Supply, Installation and Maintenance of Data Storage Systems and Communication Equipment",38606,""
44302,"Supply, Installation and Maintenance of Deoiler and Desanders",38606,""
44375,"Supply, Installation and Maintenance of Fuel Dispensing Pumps and Garage",38606,""
43543,"Supply and Maintenance of Valves, Pipes and Flanges",38606,""
43550,"Supply, Installation and Maintenance of Production Enhancement Facility Equipment",38606,""
43553,"Supply of Personal Protective Equipment (PPE)",38606,""
43558,"Supply of Automobile Spare Parts",38606,""
43564,"Supply of Automobile Spare Parts",38606,""
43566,"Supply of Bearings, Seals and Condition Monitoring Equipment",38606,""
